domain	date	availability	score	verdict	action_taken
twiolo.ai	2026-05-16	unknown	37	skip	evaluated
twiolo.app	2026-05-16	unknown	32	skip	evaluated
twiolo.co	2026-05-16	unknown	35	skip	evaluated
twiolo.com	2026-05-16	unknown	39	skip	evaluated
twiolo.dev	2026-05-16	unknown	31	skip	evaluated
twiolo.io	2026-05-16	unknown	34	skip	evaluated
twiolo.tech	2026-05-16	unknown	30	skip	evaluated
twiomo.ai	2026-05-19	unknown	37	skip	evaluated
twiomo.app	2026-05-19	unknown	32	skip	evaluated
twiomo.co	2026-05-19	unknown	35	skip	evaluated
twiomo.com	2026-05-19	unknown	39	skip	evaluated
twiomo.dev	2026-05-19	unknown	31	skip	evaluated
twiomo.io	2026-05-19	unknown	34	skip	evaluated
twiomo.tech	2026-05-19	unknown	30	skip	evaluated
twioto.ai	2026-05-18	unknown	37	skip	evaluated
twioto.app	2026-05-18	unknown	32	skip	evaluated
twioto.co	2026-05-18	unknown	35	skip	evaluated
twioto.com	2026-05-18	unknown	39	skip	evaluated
twioto.dev	2026-05-18	unknown	31	skip	evaluated
twioto.io	2026-05-18	unknown	34	skip	evaluated
twioto.tech	2026-05-18	unknown	30	skip	evaluated
twiovo.ai	2026-05-17	unknown	37	skip	evaluated
twiovo.app	2026-05-17	unknown	32	skip	evaluated
twiovo.co	2026-05-17	unknown	35	skip	evaluated
twiovo.com	2026-05-17	unknown	39	skip	evaluated
twiovo.dev	2026-05-17	unknown	31	skip	evaluated
twiovo.io	2026-05-17	unknown	34	skip	evaluated
twiovo.tech	2026-05-17	unknown	30	skip	evaluated
tworto.ai	2026-05-17	unknown	37	skip	evaluated
tworto.app	2026-05-17	unknown	32	skip	evaluated
tworto.co	2026-05-17	unknown	35	skip	evaluated
tworto.com	2026-05-17	unknown	39	skip	evaluated
tworto.dev	2026-05-17	unknown	31	skip	evaluated
tworto.io	2026-05-17	unknown	34	skip	evaluated
tworto.tech	2026-05-17	unknown	30	skip	evaluated
tworze.ai	2026-05-17	unknown	37	skip	evaluated
tworze.app	2026-05-17	unknown	32	skip	evaluated
tworze.co	2026-05-17	unknown	35	skip	evaluated
tworze.com	2026-05-17	unknown	39	skip	evaluated
tworze.dev	2026-05-17	unknown	31	skip	evaluated
tworze.io	2026-05-17	unknown	34	skip	evaluated
tworze.tech	2026-05-17	unknown	30	skip	evaluated
twoudo.ai	2026-05-15	unknown	37	skip	evaluated
twoudo.app	2026-05-15	unknown	32	skip	evaluated
twoudo.co	2026-05-15	unknown	35	skip	evaluated
twoudo.com	2026-05-15	unknown	39	skip	evaluated
twoudo.dev	2026-05-15	unknown	31	skip	evaluated
twoudo.io	2026-05-15	unknown	34	skip	evaluated
twoudo.tech	2026-05-15	unknown	30	skip	evaluated
twoulo.ai	2026-05-17	unknown	37	skip	evaluated
twoulo.app	2026-05-17	unknown	32	skip	evaluated
twoulo.co	2026-05-17	unknown	35	skip	evaluated
twoulo.com	2026-05-17	unknown	39	skip	evaluated
twoulo.dev	2026-05-17	unknown	31	skip	evaluated
twoulo.io	2026-05-17	unknown	34	skip	evaluated
twoulo.tech	2026-05-17	unknown	30	skip	evaluated
twouro.ai	2026-05-18	unknown	37	skip	evaluated
twouro.app	2026-05-18	unknown	32	skip	evaluated
twouro.co	2026-05-18	unknown	35	skip	evaluated
twouro.com	2026-05-18	unknown	39	skip	evaluated
twouro.dev	2026-05-18	unknown	31	skip	evaluated
twouro.io	2026-05-18	unknown	34	skip	evaluated
twouro.tech	2026-05-18	unknown	30	skip	evaluated
twurdo.ai	2026-05-18	unknown	37	skip	evaluated
twurdo.app	2026-05-18	unknown	32	skip	evaluated
twurdo.co	2026-05-18	unknown	35	skip	evaluated
twurdo.com	2026-05-18	unknown	39	skip	evaluated
twurdo.dev	2026-05-18	unknown	31	skip	evaluated
twurdo.io	2026-05-18	unknown	34	skip	evaluated
twurdo.tech	2026-05-18	unknown	30	skip	evaluated
twurlo.ai	2026-05-16	unknown	37	skip	evaluated
twurlo.app	2026-05-16	unknown	32	skip	evaluated
twurlo.co	2026-05-16	unknown	35	skip	evaluated
twurlo.com	2026-05-16	unknown	39	skip	evaluated
twurlo.dev	2026-05-16	unknown	31	skip	evaluated
twurlo.io	2026-05-16	unknown	34	skip	evaluated
twurlo.tech	2026-05-16	unknown	30	skip	evaluated
twurto.ai	2026-05-15	unknown	37	skip	evaluated
twurto.app	2026-05-15	unknown	32	skip	evaluated
twurto.co	2026-05-15	unknown	35	skip	evaluated
twurto.com	2026-05-15	unknown	39	skip	evaluated
twurto.dev	2026-05-15	unknown	31	skip	evaluated
twurto.io	2026-05-15	unknown	34	skip	evaluated
twurto.tech	2026-05-15	unknown	30	skip	evaluated
twurxa.ai	2026-05-16	unknown	37	skip	evaluated
twurxa.app	2026-05-16	unknown	32	skip	evaluated
twurxa.co	2026-05-16	unknown	35	skip	evaluated
twurxa.com	2026-05-16	unknown	39	skip	evaluated
twurxa.dev	2026-05-16	unknown	31	skip	evaluated
twurxa.io	2026-05-16	unknown	34	skip	evaluated
twurxa.tech	2026-05-16	unknown	30	skip	evaluated
twurze.ai	2026-05-15	unknown	37	skip	evaluated
twurze.app	2026-05-15	unknown	32	skip	evaluated
twurze.co	2026-05-15	unknown	35	skip	evaluated
twurze.com	2026-05-15	unknown	39	skip	evaluated
twurze.dev	2026-05-15	unknown	31	skip	evaluated
twurze.io	2026-05-15	unknown	34	skip	evaluated
twurze.tech	2026-05-15	unknown	30	skip	evaluated
twurzo.ai	2026-05-15	unknown	37	skip	evaluated
twurzo.app	2026-05-15	unknown	32	skip	evaluated
twurzo.co	2026-05-15	unknown	35	skip	evaluated
twurzo.com	2026-05-15	unknown	39	skip	evaluated
twurzo.dev	2026-05-15	unknown	31	skip	evaluated
twurzo.io	2026-05-15	unknown	34	skip	evaluated
twurzo.tech	2026-05-15	unknown	30	skip	evaluated
useagent.ai	2026-05-15	unknown	52	flip only	evaluated
useagent.app	2026-05-15	unknown	47	flip only	evaluated
useagent.co	2026-05-15	unknown	50	flip only	evaluated
useagent.com	2026-05-15	unknown	54	flip only	evaluated
useagent.dev	2026-05-15	unknown	46	flip only	evaluated
useagent.io	2026-05-15	unknown	49	flip only	evaluated
useagent.tech	2026-05-15	unknown	45	flip only	evaluated
useagentagent.ai	2026-05-15	unknown	43	flip only	evaluated
useagentagent.app	2026-05-15	unknown	38	flip only	evaluated
useagentagent.co	2026-05-15	unknown	41	flip only	evaluated
useagentagent.com	2026-05-15	unknown	45	flip only	evaluated
useagentagent.dev	2026-05-15	unknown	37	flip only	evaluated
useagentagent.io	2026-05-15	unknown	40	flip only	evaluated
useagentagent.tech	2026-05-15	unknown	36	flip only	evaluated
useagentai.ai	2026-05-15	unknown	52	flip only	evaluated
useagentai.app	2026-05-15	unknown	47	flip only	evaluated
useagentai.co	2026-05-15	unknown	50	flip only	evaluated
useagentai.com	2026-05-15	unknown	54	flip only	evaluated
useagentai.dev	2026-05-15	unknown	46	flip only	evaluated
useagentai.io	2026-05-15	unknown	49	flip only	evaluated
useagentai.tech	2026-05-15	unknown	45	flip only	evaluated
useagentar.ai	2026-05-15	unknown	49	flip only	evaluated
useagentar.app	2026-05-15	unknown	44	flip only	evaluated
useagentar.co	2026-05-15	unknown	47	flip only	evaluated
useagentar.com	2026-05-15	unknown	51	flip only	evaluated
useagentar.dev	2026-05-15	unknown	43	flip only	evaluated
useagentar.io	2026-05-15	unknown	46	flip only	evaluated
useagentar.tech	2026-05-15	unknown	42	flip only	evaluated
useagentarc.ai	2026-05-15	unknown	44	flip only	evaluated
useagentarc.app	2026-05-15	unknown	39	flip only	evaluated
useagentarc.co	2026-05-15	unknown	42	flip only	evaluated
useagentarc.com	2026-05-15	unknown	46	flip only	evaluated
useagentarc.dev	2026-05-15	unknown	38	flip only	evaluated
useagentarc.io	2026-05-15	unknown	41	flip only	evaluated
useagentarc.tech	2026-05-15	unknown	37	flip only	evaluated
useai.ai	2026-05-15	unknown	55	flip only	evaluated
useai.app	2026-05-15	unknown	50	flip only	evaluated
useai.co	2026-05-15	unknown	53	flip only	evaluated
useai.com	2026-05-15	unknown	57	flip only	evaluated
useai.dev	2026-05-15	unknown	49	flip only	evaluated
useai.io	2026-05-15	unknown	52	flip only	evaluated
useai.tech	2026-05-15	unknown	48	flip only	evaluated
useaiagent.ai	2026-05-15	unknown	52	flip only	evaluated
useaiagent.app	2026-05-15	unknown	47	flip only	evaluated
useaiagent.co	2026-05-15	unknown	50	flip only	evaluated
useaiagent.com	2026-05-15	unknown	54	flip only	evaluated
useaiagent.dev	2026-05-15	unknown	46	flip only	evaluated
useaiagent.io	2026-05-15	unknown	49	flip only	evaluated
useaiagent.tech	2026-05-15	unknown	45	flip only	evaluated
useaiai.ai	2026-05-15	unknown	51	flip only	evaluated
useaiai.app	2026-05-15	unknown	46	flip only	evaluated
useaiai.co	2026-05-15	unknown	49	flip only	evaluated
useaiai.com	2026-05-15	unknown	53	flip only	evaluated
useaiai.dev	2026-05-15	unknown	45	flip only	evaluated
useaiai.io	2026-05-15	unknown	48	flip only	evaluated
useaiai.tech	2026-05-15	unknown	44	flip only	evaluated
useaiar.ai	2026-05-15	unknown	55	flip only	evaluated
useaiar.app	2026-05-15	unknown	50	flip only	evaluated
useaiar.co	2026-05-15	unknown	53	flip only	evaluated
useaiar.com	2026-05-15	unknown	57	flip only	evaluated
useaiar.dev	2026-05-15	unknown	49	flip only	evaluated
useaiar.io	2026-05-15	unknown	52	flip only	evaluated
useaiar.tech	2026-05-15	unknown	48	flip only	evaluated
useaiarc.ai	2026-05-15	unknown	56	flip only	evaluated
useaiarc.app	2026-05-15	unknown	51	flip only	evaluated
useaiarc.co	2026-05-15	unknown	54	flip only	evaluated
useaiarc.com	2026-05-15	unknown	58	flip only	evaluated
useaiarc.dev	2026-05-15	unknown	50	flip only	evaluated
useaiarc.io	2026-05-15	unknown	53	flip only	evaluated
useaiarc.tech	2026-05-15	unknown	49	flip only	evaluated
useaiautomate.ai	2026-05-15	unknown	46	flip only	evaluated
useaiautomate.app	2026-05-15	unknown	41	flip only	evaluated
useaiautomate.co	2026-05-15	unknown	44	flip only	evaluated
useaiautomate.com	2026-05-15	unknown	48	flip only	evaluated
useaiautomate.dev	2026-05-15	unknown	40	flip only	evaluated
useaiautomate.io	2026-05-15	unknown	43	flip only	evaluated
useaiautomate.tech	2026-05-15	unknown	39	flip only	evaluated
usear.ai	2026-05-15	unknown	48	potential	evaluated
usear.app	2026-05-15	unknown	43	potential	evaluated
usear.co	2026-05-15	unknown	46	potential	evaluated
usear.com	2026-05-15	unknown	50	potential	evaluated
usear.dev	2026-05-15	unknown	42	potential	evaluated
usear.io	2026-05-15	unknown	45	potential	evaluated
usear.tech	2026-05-15	unknown	41	potential	evaluated
usearagent.ai	2026-05-15	unknown	49	flip only	evaluated
usearagent.app	2026-05-15	unknown	44	flip only	evaluated
usearagent.co	2026-05-15	unknown	47	flip only	evaluated
usearagent.com	2026-05-15	unknown	51	flip only	evaluated
usearagent.dev	2026-05-15	unknown	43	flip only	evaluated
usearagent.io	2026-05-15	unknown	46	flip only	evaluated
usearagent.tech	2026-05-15	unknown	42	flip only	evaluated
usearai.ai	2026-05-15	unknown	55	flip only	evaluated
usearai.app	2026-05-15	unknown	50	flip only	evaluated
usearai.co	2026-05-15	unknown	53	flip only	evaluated
usearai.com	2026-05-15	unknown	57	flip only	evaluated
usearai.dev	2026-05-15	unknown	49	flip only	evaluated
usearai.io	2026-05-15	unknown	52	flip only	evaluated
usearai.tech	2026-05-15	unknown	48	flip only	evaluated
usearar.ai	2026-05-15	unknown	44	potential	evaluated
usearar.app	2026-05-15	unknown	39	potential	evaluated
usearar.co	2026-05-15	unknown	42	potential	evaluated
usearar.com	2026-05-15	unknown	46	potential	evaluated
usearar.dev	2026-05-15	unknown	38	potential	evaluated
usearar.io	2026-05-15	unknown	41	potential	evaluated
usearar.tech	2026-05-15	unknown	37	potential	evaluated
useararc.ai	2026-05-15	unknown	46	potential	evaluated
useararc.app	2026-05-15	unknown	41	potential	evaluated
useararc.co	2026-05-15	unknown	44	potential	evaluated
useararc.com	2026-05-15	unknown	48	potential	evaluated
useararc.dev	2026-05-15	unknown	40	potential	evaluated
useararc.io	2026-05-15	unknown	43	potential	evaluated
useararc.tech	2026-05-15	unknown	39	potential	evaluated
usearautomate.ai	2026-05-15	unknown	39	potential	evaluated
usearautomate.app	2026-05-15	unknown	34	potential	evaluated
usearautomate.co	2026-05-15	unknown	37	potential	evaluated
usearautomate.com	2026-05-15	unknown	41	flip only	evaluated
usearautomate.dev	2026-05-15	unknown	33	potential	evaluated
usearautomate.io	2026-05-15	unknown	36	potential	evaluated
usearautomate.tech	2026-05-15	unknown	32	potential	evaluated
usearc.ai	2026-05-15	unknown	50	potential	evaluated
usearc.app	2026-05-15	unknown	45	potential	evaluated
usearc.co	2026-05-15	unknown	48	potential	evaluated
usearc.com	2026-05-15	unknown	52	potential	evaluated
usearc.dev	2026-05-15	unknown	44	potential	evaluated
usearc.io	2026-05-15	unknown	47	potential	evaluated
usearc.tech	2026-05-15	unknown	43	potential	evaluated
usearcagent.ai	2026-05-15	unknown	44	flip only	evaluated
usearcagent.app	2026-05-15	unknown	39	flip only	evaluated
usearcagent.co	2026-05-15	unknown	42	flip only	evaluated
usearcagent.com	2026-05-15	unknown	46	flip only	evaluated
usearcagent.dev	2026-05-15	unknown	38	flip only	evaluated
usearcagent.io	2026-05-15	unknown	41	flip only	evaluated
usearcagent.tech	2026-05-15	unknown	37	flip only	evaluated
usearcai.ai	2026-05-15	unknown	56	flip only	evaluated
usearcai.app	2026-05-15	unknown	51	flip only	evaluated
usearcai.co	2026-05-15	unknown	54	flip only	evaluated
usearcai.com	2026-05-15	unknown	58	flip only	evaluated
usearcai.dev	2026-05-15	unknown	50	flip only	evaluated
usearcai.io	2026-05-15	unknown	53	flip only	evaluated
usearcai.tech	2026-05-15	unknown	49	flip only	evaluated
usearcar.ai	2026-05-15	unknown	46	potential	evaluated
usearcar.app	2026-05-15	unknown	41	potential	evaluated
usearcar.co	2026-05-15	unknown	44	potential	evaluated
usearcar.com	2026-05-15	unknown	48	potential	evaluated
usearcar.dev	2026-05-15	unknown	40	potential	evaluated
usearcar.io	2026-05-15	unknown	43	potential	evaluated
usearcar.tech	2026-05-15	unknown	39	potential	evaluated
usearcarc.ai	2026-05-15	unknown	44	potential	evaluated
usearcarc.app	2026-05-15	unknown	39	potential	evaluated
usearcarc.co	2026-05-15	unknown	42	potential	evaluated
usearcarc.com	2026-05-15	unknown	46	potential	evaluated
usearcarc.dev	2026-05-15	unknown	38	potential	evaluated
usearcarc.io	2026-05-15	unknown	41	potential	evaluated
usearcarc.tech	2026-05-15	unknown	37	potential	evaluated
usearcautomate.ai	2026-05-15	unknown	43	flip only	evaluated
usearcautomate.app	2026-05-15	unknown	38	flip only	evaluated
usearcautomate.co	2026-05-15	unknown	41	flip only	evaluated
usearcautomate.com	2026-05-15	unknown	45	flip only	evaluated
usearcautomate.dev	2026-05-15	unknown	37	flip only	evaluated
usearcautomate.io	2026-05-15	unknown	40	flip only	evaluated
usearcautomate.tech	2026-05-15	unknown	36	flip only	evaluated
useautomate.ai	2026-05-15	unknown	35	potential	evaluated
useautomate.app	2026-05-15	unknown	30	potential	evaluated
useautomate.co	2026-05-15	unknown	33	potential	evaluated
useautomate.com	2026-05-15	unknown	37	potential	evaluated
useautomate.io	2026-05-15	unknown	32	potential	evaluated
useautomateai.ai	2026-05-15	unknown	46	flip only	evaluated
useautomateai.app	2026-05-15	unknown	41	flip only	evaluated
useautomateai.co	2026-05-15	unknown	44	flip only	evaluated
useautomateai.com	2026-05-15	unknown	48	flip only	evaluated
useautomateai.dev	2026-05-15	unknown	40	flip only	evaluated
useautomateai.io	2026-05-15	unknown	43	flip only	evaluated
useautomateai.tech	2026-05-15	unknown	39	flip only	evaluated
useautomatear.ai	2026-05-15	unknown	39	potential	evaluated
useautomatear.app	2026-05-15	unknown	34	potential	evaluated
useautomatear.co	2026-05-15	unknown	37	potential	evaluated
useautomatear.com	2026-05-15	unknown	41	potential	evaluated
useautomatear.dev	2026-05-15	unknown	33	potential	evaluated
useautomatear.io	2026-05-15	unknown	36	potential	evaluated
useautomatear.tech	2026-05-15	unknown	32	potential	evaluated
useautomatearc.ai	2026-05-15	unknown	43	potential	evaluated
useautomatearc.app	2026-05-15	unknown	38	potential	evaluated
useautomatearc.co	2026-05-15	unknown	41	potential	evaluated
useautomatearc.com	2026-05-15	unknown	45	potential	evaluated
useautomatearc.dev	2026-05-15	unknown	37	potential	evaluated
useautomatearc.io	2026-05-15	unknown	40	potential	evaluated
useautomatearc.tech	2026-05-15	unknown	36	potential	evaluated
usebase.ai	2026-05-15	unknown	47	potential	evaluated
usebase.app	2026-05-15	unknown	42	potential	evaluated
usebase.co	2026-05-15	unknown	45	potential	evaluated
usebase.com	2026-05-15	unknown	49	potential	evaluated
usebase.dev	2026-05-15	unknown	41	potential	evaluated
usebase.io	2026-05-15	unknown	44	potential	evaluated
usebase.tech	2026-05-15	unknown	40	potential	evaluated
usebeam.ai	2026-05-15	unknown	44	potential	evaluated
usebeam.app	2026-05-15	unknown	39	potential	evaluated
usebeam.co	2026-05-15	unknown	42	potential	evaluated
usebeam.com	2026-05-15	unknown	46	potential	evaluated
usebeam.dev	2026-05-15	unknown	38	potential	evaluated
usebeam.io	2026-05-15	unknown	41	potential	evaluated
usebeam.tech	2026-05-15	unknown	37	potential	evaluated
usebolt.ai	2026-05-15	unknown	44	potential	evaluated
usebolt.app	2026-05-15	unknown	39	potential	evaluated
usebolt.co	2026-05-15	unknown	42	potential	evaluated
usebolt.com	2026-05-15	unknown	46	potential	evaluated
usebolt.dev	2026-05-15	unknown	38	potential	evaluated
usebolt.io	2026-05-15	unknown	41	potential	evaluated
usebolt.tech	2026-05-15	unknown	37	potential	evaluated
usebot.ai	2026-05-15	unknown	51	flip only	evaluated
usebot.app	2026-05-15	unknown	46	flip only	evaluated
usebot.co	2026-05-15	unknown	49	flip only	evaluated
usebot.com	2026-05-15	unknown	53	flip only	evaluated
usebot.dev	2026-05-15	unknown	45	flip only	evaluated
usebot.io	2026-05-15	unknown	48	flip only	evaluated
usebot.tech	2026-05-15	unknown	44	flip only	evaluated
usebuild.ai	2026-05-15	unknown	52	flip only	evaluated
usebuild.app	2026-05-15	unknown	47	potential	evaluated
usebuild.co	2026-05-15	unknown	50	potential	evaluated
usebuild.com	2026-05-15	unknown	54	flip only	evaluated
usebuild.dev	2026-05-15	unknown	46	potential	evaluated
usebuild.io	2026-05-15	unknown	49	flip only	evaluated
usebuild.tech	2026-05-15	unknown	45	potential	evaluated
usechain.ai	2026-05-15	unknown	56	flip only	evaluated
usechain.app	2026-05-15	unknown	51	flip only	evaluated
usechain.co	2026-05-15	unknown	54	flip only	evaluated
usechain.com	2026-05-15	unknown	58	flip only	evaluated
usechain.dev	2026-05-15	unknown	50	flip only	evaluated
usechain.io	2026-05-15	unknown	53	flip only	evaluated
usechain.tech	2026-05-15	unknown	49	flip only	evaluated
usecloud.ai	2026-05-15	unknown	47	flip only	evaluated
usecloud.app	2026-05-15	unknown	42	flip only	evaluated
usecloud.co	2026-05-15	unknown	45	flip only	evaluated
usecloud.com	2026-05-15	unknown	49	flip only	evaluated
usecloud.dev	2026-05-15	unknown	41	flip only	evaluated
usecloud.io	2026-05-15	unknown	44	flip only	evaluated
usecloud.tech	2026-05-15	unknown	40	flip only	evaluated
usecore.ai	2026-05-15	unknown	44	potential	evaluated
usecore.app	2026-05-15	unknown	39	potential	evaluated
usecore.co	2026-05-15	unknown	42	potential	evaluated
usecore.com	2026-05-15	unknown	46	potential	evaluated
usecore.dev	2026-05-15	unknown	38	potential	evaluated
usecore.io	2026-05-15	unknown	41	potential	evaluated
usecore.tech	2026-05-15	unknown	37	potential	evaluated
usecraft.ai	2026-05-15	unknown	44	potential	evaluated
usecraft.app	2026-05-15	unknown	39	potential	evaluated
usecraft.co	2026-05-15	unknown	42	potential	evaluated
usecraft.com	2026-05-15	unknown	46	potential	evaluated
usecraft.dev	2026-05-15	unknown	38	potential	evaluated
usecraft.io	2026-05-15	unknown	41	potential	evaluated
usecraft.tech	2026-05-15	unknown	37	potential	evaluated
usedash.ai	2026-05-15	unknown	44	potential	evaluated
